return_id,order_id,customer_id,return_date,return_reason,refund_amount,reverse_logistics,restocking_cost,net_return_cost,acquisition_channel
RET001067,ORD0009807,CUST06428,2023-09-30,Quality issue,369.52,80,3.5,453.02,Paid Google
RET001068,ORD0009820,CUST06435,2023-01-08,Changed mind,1779.79,80,16.0,1875.79,Paid Instagram
RET001069,ORD0009848,CUST06453,2023-03-04,Not as described,785.92,80,7.75,873.67,Paid Instagram
RET001070,ORD0009849,CUST06454,2023-04-24,Product damaged,2514.83,80,36.0,2630.83,Organic Search
RET001071,ORD0009861,CUST06462,2023-04-20,Not as described,785.7,80,8.5,874.2,Organic Search
RET001072,ORD0009868,CUST06467,2022-02-13,Changed mind,435.42,80,4.25,519.67,Influencer
RET001073,ORD0009874,CUST06470,2022-07-18,Not as described,604.16,80,6.0,690.16,Email Referral
RET001074,ORD0009878,CUST06472,2024-07-04,Wrong item,1529.17,80,17.5,1626.67,Influencer
RET001075,ORD0009886,CUST06477,2022-08-02,Not as described,1764.97,80,16.5,1861.47,Paid Instagram
RET001076,ORD0009889,CUST06478,2024-03-29,Not as described,1955.57,80,25.5,2061.07,Organic Search
RET001077,ORD0009891,CUST06478,2024-10-23,Quality issue,1769.18,80,19.5,1868.68,Organic Search
RET001078,ORD0009907,CUST06487,2023-02-05,Not as described,589.44,80,7.0,676.44,Paid Instagram
RET001079,ORD0009912,CUST06490,2024-09-05,Not as described,2236.68,80,27.0,2343.68,Influencer
RET001080,ORD0009920,CUST06497,2022-10-28,Product damaged,1648.73,80,18.0,1746.73,Influencer
RET001081,ORD0009941,CUST06512,2024-05-24,Quality issue,1439.62,80,13.0,1532.62,Email Referral
RET001082,ORD0009946,CUST06515,2024-01-29,Changed mind,631.03,80,7.5,718.53,Paid Instagram
RET001083,ORD0009955,CUST06522,2024-03-26,Wrong item,1279.12,80,15.0,1374.12,Paid Google
RET001084,ORD0009960,CUST06525,2022-08-22,Not as described,3257.85,80,42.0,3379.85,Paid Google
RET001085,ORD0009968,CUST06530,2024-10-18,Allergic reaction,757.35,80,7.0,844.35,Paid Google
RET001086,ORD0009971,CUST06531,2022-12-30,Changed mind,239.02,80,3.0,322.02,Paid Instagram
RET001087,ORD0009982,CUST06539,2023-04-28,Changed mind,2859.11,80,31.0,2970.11,Paid Instagram
RET001088,ORD0009994,CUST06546,2022-03-30,Changed mind,878.65,80,10.75,969.4,Influencer
RET001089,ORD0010007,CUST06554,2022-01-26,Changed mind,1002.14,80,12.0,1094.14,Paid Instagram
RET001090,ORD0010013,CUST06558,2022-03-24,Quality issue,386.99,80,4.0,470.99,Paid Instagram
RET001091,ORD0010021,CUST06562,2024-05-31,Product damaged,548.4,80,6.0,634.4,Email Referral
RET001092,ORD0010023,CUST06564,2023-09-04,Wrong item,2794.13,80,32.0,2906.13,Paid Instagram
RET001093,ORD0010047,CUST06582,2023-01-01,Not as described,778.24,80,7.5,865.74,Paid Instagram
RET001094,ORD0010069,CUST06595,2022-09-20,Wrong item,2759.09,80,34.0,2873.09,Paid Google
RET001095,ORD0010076,CUST06600,2022-10-18,Product damaged,455.81,80,4.5,540.31,Paid Google
RET001096,ORD0010077,CUST06600,2023-01-25,Changed mind,390.61,80,4.0,474.61,Paid Google
RET001097,ORD0010094,CUST06609,2023-09-23,Not as described,2103.61,80,19.5,2203.11,Email Referral
RET001098,ORD0010103,CUST06614,2022-11-22,Not as described,1981.5,80,24.0,2085.5,Influencer
RET001099,ORD0010108,CUST06618,2022-04-21,Not as described,2050.35,80,20.75,2151.1,Paid Instagram
RET001100,ORD0010117,CUST06625,2022-04-22,Not as described,1711.88,80,19.5,1811.38,Paid Google
RET001101,ORD0010120,CUST06626,2024-06-09,Product damaged,923.67,80,10.5,1014.17,Direct
RET001102,ORD0010125,CUST06629,2022-07-04,Product damaged,1794.45,80,18.5,1892.95,Paid Instagram
RET001103,ORD0010132,CUST06633,2023-03-27,Quality issue,1987.07,80,22.5,2089.57,Paid Instagram
RET001104,ORD0010166,CUST06652,2023-02-12,Quality issue,3546.89,80,41.5,3668.39,Email Referral
RET001105,ORD0010197,CUST06675,2024-06-18,Quality issue,361.5,80,4.0,445.5,Influencer
RET001106,ORD0010203,CUST06680,2022-09-21,Quality issue,827.8,80,8.0,915.8,Influencer
RET001107,ORD0010207,CUST06682,2023-02-27,Product damaged,1113.1,80,12.0,1205.1,Paid Instagram
RET001108,ORD0010210,CUST06683,2024-08-23,Not as described,1270.59,80,13.5,1364.09,Organic Search
RET001109,ORD0010211,CUST06683,2024-10-30,Quality issue,355.17,80,3.5,438.67,Organic Search
RET001110,ORD0010243,CUST06706,2024-01-16,Not as described,575.89,80,5.25,661.14,Paid Google
RET001111,ORD0010258,CUST06716,2024-01-31,Changed mind,310.0,80,3.0,393.0,Influencer
RET001112,ORD0010281,CUST06728,2023-07-30,Wrong item,1702.95,80,24.0,1806.95,Organic Search
RET001113,ORD0010282,CUST06728,2023-09-08,Not as described,1179.73,80,12.0,1271.73,Organic Search
RET001114,ORD0010304,CUST06741,2023-03-24,Not as described,1268.36,80,16.0,1364.36,Paid Google
RET001115,ORD0010307,CUST06742,2024-08-04,Changed mind,334.34,80,3.0,417.34,Email Referral
RET001116,ORD0010311,CUST06744,2022-02-23,Wrong item,2977.18,80,35.5,3092.68,Influencer
RET001117,ORD0010315,CUST06746,2022-05-26,Quality issue,1406.78,80,14.5,1501.28,Paid Google
RET001118,ORD0010337,CUST06763,2024-04-29,Wrong item,1045.63,80,10.5,1136.13,Paid Instagram
RET001119,ORD0010340,CUST06764,2022-05-02,Not as described,1326.2,80,15.75,1421.95,Paid Instagram
RET001120,ORD0010354,CUST06773,2024-06-19,Allergic reaction,1253.81,80,13.5,1347.31,Organic Search
RET001121,ORD0010361,CUST06778,2024-09-22,Allergic reaction,2487.17,80,27.0,2594.17,Paid Instagram
RET001122,ORD0010371,CUST06784,2023-08-10,Not as described,671.68,80,6.0,757.68,Organic Search
RET001123,ORD0010382,CUST06791,2022-10-23,Not as described,1819.27,80,21.0,1920.27,Organic Search
RET001124,ORD0010384,CUST06792,2023-07-11,Product damaged,171.47,80,1.75,253.22,Organic Search
RET001125,ORD0010408,CUST06803,2024-07-15,Product damaged,3035.34,80,28.5,3143.84,Paid Google
RET001126,ORD0010413,CUST06806,2024-07-13,Wrong item,663.39,80,7.5,750.89,Paid Google
RET001127,ORD0010424,CUST06813,2024-02-08,Allergic reaction,937.88,80,9.0,1026.88,Paid Instagram
RET001128,ORD0010426,CUST06814,2023-07-03,Product damaged,1180.91,80,12.0,1272.91,Paid Instagram
RET001129,ORD0010431,CUST06818,2022-03-15,Product damaged,1433.9,80,15.5,1529.4,Paid Google
RET001130,ORD0010435,CUST06821,2022-06-30,Wrong item,378.21,80,3.5,461.71,Paid Instagram
RET001131,ORD0010437,CUST06823,2024-04-04,Allergic reaction,495.83,80,5.0,580.83,Paid Instagram
RET001132,ORD0010440,CUST06825,2023-12-25,Changed mind,1312.84,80,15.0,1407.84,Paid Instagram
RET001133,ORD0010453,CUST06833,2023-03-06,Quality issue,314.02,80,3.5,397.52,Paid Instagram
RET001134,ORD0010454,CUST06833,2023-06-22,Not as described,627.66,80,6.0,713.66,Paid Instagram
RET001135,ORD0010456,CUST06833,2023-11-29,Allergic reaction,1125.79,80,13.5,1219.29,Paid Instagram
RET001136,ORD0010471,CUST06844,2024-11-04,Product damaged,379.48,80,4.25,463.73,Paid Instagram
RET001137,ORD0010476,CUST06848,2023-01-07,Quality issue,1439.32,80,15.0,1534.32,Paid Instagram
RET001138,ORD0010478,CUST06850,2022-02-10,Not as described,945.3,80,11.0,1036.3,Email Referral
RET001139,ORD0010483,CUST06854,2022-06-13,Product damaged,790.64,80,8.0,878.64,Paid Instagram
RET001140,ORD0010485,CUST06855,2022-12-24,Product damaged,652.85,80,6.0,738.85,Email Referral
RET001141,ORD0010510,CUST06870,2024-06-28,Not as described,1647.23,80,20.5,1747.73,Paid Instagram
RET001142,ORD0010512,CUST06872,2022-04-25,Quality issue,1041.9,80,9.0,1130.9,Influencer
RET001143,ORD0010522,CUST06881,2023-01-21,Not as described,1155.79,80,15.0,1250.79,Paid Google
RET001144,ORD0010534,CUST06890,2023-03-14,Wrong item,353.68,80,3.5,437.18,Paid Instagram
RET001145,ORD0010539,CUST06892,2022-03-12,Product damaged,333.1,80,3.0,416.1,Influencer
RET001146,ORD0010543,CUST06893,2023-03-18,Not as described,713.74,80,7.5,801.24,Direct
RET001147,ORD0010548,CUST06895,2023-01-14,Changed mind,362.67,80,3.5,446.17,Paid Instagram
RET001148,ORD0010549,CUST06896,2022-03-19,Wrong item,3235.89,80,36.0,3351.89,Paid Instagram
RET001149,ORD0010551,CUST06897,2022-08-12,Not as described,810.65,80,8.5,899.15,Paid Instagram
RET001150,ORD0010553,CUST06899,2023-10-06,Changed mind,470.18,80,5.25,555.43,Paid Google
RET001151,ORD0010555,CUST06901,2024-01-27,Quality issue,670.63,80,6.5,757.13,Organic Search
RET001152,ORD0010579,CUST06917,2023-10-13,Product damaged,307.45,80,3.0,390.45,Influencer
RET001153,ORD0010584,CUST06921,2024-01-22,Wrong item,345.74,80,4.0,429.74,Organic Search
RET001154,ORD0010597,CUST06927,2023-01-25,Quality issue,743.12,80,7.0,830.12,Organic Search
RET001155,ORD0010609,CUST06934,2022-11-06,Changed mind,1217.52,80,16.0,1313.52,Paid Instagram
RET001156,ORD0010627,CUST06943,2023-01-18,Product damaged,1333.32,80,13.75,1427.07,Paid Instagram
RET001157,ORD0010629,CUST06944,2024-05-10,Product damaged,355.01,80,3.5,438.51,Influencer
RET001158,ORD0010649,CUST06954,2023-08-12,Not as described,573.18,80,6.0,659.18,Influencer
RET001159,ORD0010651,CUST06955,2023-01-20,Product damaged,766.5,80,8.0,854.5,Organic Search
RET001160,ORD0010660,CUST06961,2024-03-11,Allergic reaction,3586.64,80,32.5,3699.14,Paid Google
RET001161,ORD0010662,CUST06963,2022-04-09,Quality issue,188.46,80,1.75,270.21,Email Referral
RET001162,ORD0010664,CUST06965,2023-05-25,Wrong item,416.78,80,4.0,500.78,Paid Instagram
RET001163,ORD0010672,CUST06970,2022-05-13,Allergic reaction,351.6,80,3.5,435.1,Paid Google
RET001164,ORD0010673,CUST06971,2022-07-31,Product damaged,170.03,80,1.75,251.78,Paid Instagram
RET001165,ORD0010687,CUST06983,2023-06-11,Product damaged,281.79,80,3.0,364.79,Influencer
RET001166,ORD0010693,CUST06987,2022-12-02,Quality issue,647.06,80,6.5,733.56,Paid Instagram
RET001167,ORD0010699,CUST06990,2023-07-30,Not as described,1760.69,80,16.0,1856.69,Paid Google
RET001168,ORD0010729,CUST07007,2022-12-08,Quality issue,1154.24,80,16.0,1250.24,Paid Instagram
RET001169,ORD0010739,CUST07011,2022-04-23,Allergic reaction,1673.64,80,15.5,1769.14,Paid Google
RET001170,ORD0010771,CUST07033,2023-01-05,Product damaged,592.19,80,5.5,677.69,Paid Instagram
RET001171,ORD0010793,CUST07049,2022-07-04,Not as described,915.45,80,9.0,1004.45,Paid Instagram
RET001172,ORD0010794,CUST07050,2024-01-23,Not as described,2016.53,80,19.5,2116.03,Paid Instagram
RET001173,ORD0010812,CUST07063,2022-05-01,Wrong item,1049.96,80,12.0,1141.96,Email Referral
RET001174,ORD0010828,CUST07075,2022-08-21,Not as described,876.78,80,9.0,965.78,Paid Instagram
RET001175,ORD0010855,CUST07095,2024-03-13,Product damaged,436.18,80,4.25,520.43,Direct
RET001176,ORD0010857,CUST07097,2023-08-08,Quality issue,989.34,80,10.0,1079.34,Paid Google
RET001177,ORD0010864,CUST07102,2024-01-01,Quality issue,741.41,80,8.5,829.91,Paid Instagram
RET001178,ORD0010874,CUST07110,2023-10-13,Not as described,1894.61,80,24.5,1999.11,Influencer
RET001179,ORD0010879,CUST07113,2022-12-11,Not as described,324.72,80,3.5,408.22,Influencer
RET001180,ORD0010883,CUST07117,2023-01-16,Quality issue,424.49,80,4.25,508.74,Organic Search
RET001181,ORD0010889,CUST07121,2024-07-09,Quality issue,551.64,80,5.5,637.14,Paid Instagram
RET001182,ORD0010908,CUST07131,2023-05-07,Changed mind,1205.63,80,14.0,1299.63,Direct
RET001183,ORD0010912,CUST07132,2024-06-17,Quality issue,655.08,80,6.0,741.08,Direct
RET001184,ORD0010918,CUST07137,2024-02-29,Not as described,873.53,80,9.0,962.53,Email Referral
RET001185,ORD0010932,CUST07146,2024-07-17,Wrong item,665.95,80,9.0,754.95,Paid Instagram
RET001186,ORD0010939,CUST07150,2022-04-07,Allergic reaction,282.62,80,3.0,365.62,Paid Google
RET001187,ORD0010953,CUST07159,2024-03-08,Not as described,5083.71,80,50.5,5214.21,Direct
RET001188,ORD0010957,CUST07161,2024-04-09,Not as described,2423.6,80,27.5,2531.1,Paid Google
RET001189,ORD0010961,CUST07164,2022-04-05,Quality issue,472.75,80,4.5,557.25,Paid Instagram
RET001190,ORD0010973,CUST07170,2022-05-31,Product damaged,1412.29,80,13.75,1506.04,Direct
RET001191,ORD0010994,CUST07181,2022-08-06,Product damaged,298.88,80,3.0,381.88,Paid Google
RET001192,ORD0010997,CUST07183,2022-01-19,Wrong item,1280.76,80,13.0,1373.76,Organic Search
RET001193,ORD0011004,CUST07187,2022-09-30,Not as described,1074.71,80,11.5,1166.21,Influencer
RET001194,ORD0011006,CUST07189,2024-03-11,Changed mind,427.76,80,4.0,511.76,Paid Instagram
RET001195,ORD0011007,CUST07190,2022-03-05,Changed mind,1254.0,80,15.0,1349.0,Paid Google
RET001196,ORD0011014,CUST07194,2024-03-24,Quality issue,736.18,80,7.0,823.18,Paid Instagram
RET001197,ORD0011035,CUST07208,2023-03-26,Changed mind,399.1,80,4.0,483.1,Influencer
RET001198,ORD0011037,CUST07209,2023-05-11,Product damaged,737.07,80,7.5,824.57,Influencer
RET001199,ORD0011038,CUST07210,2024-02-17,Wrong item,1319.67,80,12.5,1412.17,Paid Google
RET001200,ORD0011045,CUST07213,2022-08-13,Not as described,761.95,80,7.5,849.45,Paid Google
RET001201,ORD0011072,CUST07232,2024-05-15,Changed mind,452.5,80,5.5,538.0,Influencer
RET001202,ORD0011079,CUST07237,2024-04-11,Not as described,1167.41,80,14.0,1261.41,Paid Instagram
RET001203,ORD0011112,CUST07259,2023-09-01,Changed mind,162.67,80,1.75,244.42,Paid Instagram
RET001204,ORD0011119,CUST07263,2024-05-30,Wrong item,979.11,80,10.5,1069.61,Organic Search
RET001205,ORD0011169,CUST07295,2023-12-15,Quality issue,1953.81,80,20.0,2053.81,Paid Google
RET001206,ORD0011173,CUST07297,2022-12-11,Wrong item,652.64,80,7.0,739.64,Paid Google
RET001207,ORD0011175,CUST07299,2022-12-18,Quality issue,1433.35,80,16.0,1529.35,Paid Instagram
RET001208,ORD0011188,CUST07307,2023-12-14,Not as described,1029.31,80,11.0,1120.31,Paid Instagram
RET001209,ORD0011193,CUST07308,2023-11-26,Allergic reaction,442.33,80,4.0,526.33,Direct
RET001210,ORD0011204,CUST07315,2024-02-04,Not as described,309.16,80,3.5,392.66,Direct
RET001211,ORD0011211,CUST07318,2022-04-24,Not as described,367.65,80,4.0,451.65,Paid Instagram
RET001212,ORD0011215,CUST07320,2022-04-18,Not as described,1480.46,80,16.5,1576.96,Influencer
RET001213,ORD0011221,CUST07326,2024-03-17,Allergic reaction,1173.56,80,10.25,1263.81,Paid Instagram
RET001214,ORD0011222,CUST07327,2023-01-09,Not as described,493.39,80,5.5,578.89,Influencer
RET001215,ORD0011225,CUST07329,2022-02-26,Product damaged,332.8,80,3.5,416.3,Paid Google
RET001216,ORD0011236,CUST07335,2023-10-15,Quality issue,1020.96,80,10.0,1110.96,Paid Instagram
RET001217,ORD0011243,CUST07339,2022-04-18,Product damaged,726.94,80,7.5,814.44,Paid Instagram
RET001218,ORD0011246,CUST07341,2022-06-24,Wrong item,715.64,80,7.5,803.14,Paid Instagram
RET001219,ORD0011263,CUST07349,2022-05-21,Not as described,1016.26,80,12.0,1108.26,Email Referral
RET001220,ORD0011267,CUST07351,2022-12-26,Allergic reaction,2827.44,80,31.5,2938.94,Organic Search
RET001221,ORD0011285,CUST07364,2022-08-15,Not as described,699.94,80,7.5,787.44,Direct
RET001222,ORD0011286,CUST07364,2022-09-18,Not as described,899.93,80,10.0,989.93,Direct
RET001223,ORD0011288,CUST07366,2024-01-24,Wrong item,1706.01,80,19.5,1805.51,Paid Instagram
RET001224,ORD0011298,CUST07373,2023-04-24,Product damaged,1188.64,80,12.0,1280.64,Organic Search
RET001225,ORD0011299,CUST07374,2022-01-30,Allergic reaction,1849.54,80,28.0,1957.54,Paid Instagram
RET001226,ORD0011304,CUST07377,2022-07-16,Not as described,969.66,80,11.0,1060.66,Paid Instagram
RET001227,ORD0011311,CUST07381,2023-01-29,Changed mind,467.34,80,4.25,551.59,Paid Google
RET001228,ORD0011320,CUST07385,2022-04-12,Not as described,3173.86,80,30.75,3284.61,Influencer
RET001229,ORD0011338,CUST07398,2022-07-22,Allergic reaction,390.68,80,3.5,474.18,Paid Instagram
RET001230,ORD0011341,CUST07400,2023-11-12,Not as described,876.2,80,8.5,964.7,Paid Instagram
RET001231,ORD0011362,CUST07416,2024-07-12,Product damaged,1300.28,80,13.0,1393.28,Organic Search
RET001232,ORD0011365,CUST07419,2024-01-19,Not as described,349.11,80,3.5,432.61,Influencer
RET001233,ORD0011377,CUST07425,2023-04-12,Changed mind,1921.57,80,19.5,2021.07,Email Referral
RET001234,ORD0011378,CUST07426,2023-11-30,Allergic reaction,496.36,80,5.5,581.86,Direct
RET001235,ORD0011391,CUST07434,2023-04-26,Product damaged,400.72,80,4.25,484.97,Paid Instagram
RET001236,ORD0011394,CUST07436,2022-10-13,Quality issue,2063.42,80,24.0,2167.42,Email Referral
RET001237,ORD0011399,CUST07440,2024-01-14,Product damaged,458.6,80,4.5,543.1,Influencer
RET001238,ORD0011407,CUST07445,2023-01-07,Not as described,661.64,80,7.75,749.39,Paid Instagram
RET001239,ORD0011408,CUST07446,2024-06-27,Not as described,1484.02,80,17.5,1581.52,Influencer
RET001240,ORD0011410,CUST07447,2023-03-04,Not as described,1148.56,80,12.5,1241.06,Paid Instagram
RET001241,ORD0011427,CUST07459,2022-08-22,Not as described,1379.17,80,14.5,1473.67,Paid Google
RET001242,ORD0011429,CUST07461,2023-07-04,Not as described,316.78,80,3.5,400.28,Organic Search
RET001243,ORD0011442,CUST07471,2023-09-24,Wrong item,1773.61,80,24.0,1877.61,Influencer
RET001244,ORD0011453,CUST07479,2024-04-08,Not as described,752.0,80,7.5,839.5,Organic Search
RET001245,ORD0011467,CUST07491,2024-03-06,Quality issue,2952.78,80,26.5,3059.28,Paid Google
RET001246,ORD0011473,CUST07497,2023-04-19,Quality issue,533.94,80,6.5,620.44,Paid Google
RET001247,ORD0011495,CUST07512,2023-08-11,Quality issue,3058.94,80,33.0,3171.94,Organic Search
RET001248,ORD0011496,CUST07513,2022-04-26,Product damaged,745.22,80,7.5,832.72,Influencer
RET001249,ORD0011518,CUST07529,2023-09-28,Changed mind,765.98,80,7.5,853.48,Organic Search
RET001250,ORD0011525,CUST07535,2023-09-08,Product damaged,369.51,80,3.5,453.01,Influencer
RET001251,ORD0011531,CUST07538,2023-02-24,Quality issue,439.63,80,4.0,523.63,Direct
RET001252,ORD0011534,CUST07540,2024-02-27,Quality issue,4276.65,80,47.0,4403.65,Paid Instagram
RET001253,ORD0011548,CUST07549,2022-03-26,Not as described,1569.72,80,16.5,1666.22,Organic Search
RET001254,ORD0011566,CUST07561,2022-01-17,Product damaged,2905.26,80,28.0,3013.26,Organic Search
RET001255,ORD0011569,CUST07563,2023-02-04,Allergic reaction,892.5,80,8.5,981.0,Influencer
RET001256,ORD0011577,CUST07565,2024-12-20,Not as described,2260.41,80,28.5,2368.91,Email Referral
RET001257,ORD0011599,CUST07578,2022-06-08,Product damaged,843.24,80,8.5,931.74,Paid Instagram
RET001258,ORD0011609,CUST07583,2022-05-31,Product damaged,396.93,80,3.5,480.43,Paid Google
RET001259,ORD0011626,CUST07594,2023-07-01,Not as described,1497.22,80,17.0,1594.22,Influencer
RET001260,ORD0011627,CUST07595,2023-05-31,Allergic reaction,151.13,80,1.75,232.88,Influencer
RET001261,ORD0011636,CUST07603,2024-01-06,Changed mind,551.9,80,5.5,637.4,Email Referral
RET001262,ORD0011648,CUST07613,2022-06-11,Wrong item,1088.62,80,12.0,1180.62,Influencer
RET001263,ORD0011661,CUST07623,2024-03-13,Quality issue,3337.63,80,40.5,3458.13,Paid Instagram
RET001264,ORD0011676,CUST07632,2024-01-03,Product damaged,340.09,80,3.0,423.09,Paid Instagram
RET001265,ORD0011681,CUST07636,2022-09-30,Allergic reaction,371.49,80,4.0,455.49,Paid Google
RET001266,ORD0011707,CUST07657,2023-10-11,Changed mind,1600.39,80,18.0,1698.39,Organic Search
RET001267,ORD0011718,CUST07665,2024-07-03,Wrong item,707.67,80,7.5,795.17,Paid Google
RET001268,ORD0011732,CUST07677,2024-01-04,Product damaged,786.86,80,9.0,875.86,Paid Instagram
RET001269,ORD0011733,CUST07678,2022-11-07,Changed mind,3529.43,80,36.25,3645.68,Influencer
RET001270,ORD0011734,CUST07679,2022-02-09,Product damaged,537.14,80,5.5,622.64,Email Referral
RET001271,ORD0011740,CUST07682,2024-03-11,Quality issue,1554.94,80,15.5,1650.44,Influencer
RET001272,ORD0011743,CUST07685,2024-04-30,Product damaged,2470.25,80,28.0,2578.25,Direct
RET001273,ORD0011749,CUST07689,2024-05-16,Not as described,646.75,80,6.5,733.25,Influencer
RET001274,ORD0011750,CUST07690,2024-04-22,Wrong item,765.25,80,6.75,852.0,Organic Search
RET001275,ORD0011767,CUST07699,2023-07-03,Not as described,976.77,80,11.0,1067.77,Organic Search
RET001276,ORD0011814,CUST07727,2023-11-22,Not as described,1434.21,80,17.0,1531.21,Direct
RET001277,ORD0011817,CUST07729,2023-04-21,Wrong item,972.62,80,9.0,1061.62,Direct
RET001278,ORD0011828,CUST07737,2023-05-16,Product damaged,1014.74,80,12.0,1106.74,Influencer
RET001279,ORD0011839,CUST07744,2024-01-18,Wrong item,2254.62,80,24.0,2358.62,Paid Instagram
RET001280,ORD0011860,CUST07761,2023-03-17,Not as described,258.51,80,3.0,341.51,Paid Google
RET001281,ORD0011867,CUST07766,2024-02-04,Changed mind,1580.0,80,16.0,1676.0,Email Referral
RET001282,ORD0011873,CUST07770,2022-06-30,Product damaged,970.13,80,9.5,1059.63,Organic Search
RET001283,ORD0011874,CUST07771,2023-01-23,Not as described,446.07,80,4.5,530.57,Influencer
RET001284,ORD0011887,CUST07780,2022-08-27,Wrong item,1304.08,80,12.25,1396.33,Influencer
RET001285,ORD0011895,CUST07787,2023-01-02,Wrong item,1170.71,80,11.75,1262.46,Influencer
RET001286,ORD0011907,CUST07794,2022-06-03,Allergic reaction,1113.67,80,11.0,1204.67,Paid Google
RET001287,ORD0011917,CUST07804,2023-05-06,Product damaged,2549.35,80,24.75,2654.1,Paid Instagram
RET001288,ORD0011960,CUST07832,2024-04-21,Not as described,1429.66,80,18.5,1528.16,Paid Google
RET001289,ORD0011966,CUST07835,2022-08-19,Quality issue,336.04,80,3.5,419.54,Influencer
RET001290,ORD0011984,CUST07847,2022-04-11,Not as described,787.69,80,8.5,876.19,Email Referral
RET001291,ORD0011985,CUST07847,2022-08-07,Wrong item,1305.09,80,12.75,1397.84,Email Referral
RET001292,ORD0011989,CUST07850,2023-05-08,Product damaged,782.79,80,7.5,870.29,Influencer
RET001293,ORD0012001,CUST07858,2023-04-20,Quality issue,1094.64,80,10.5,1185.14,Organic Search
RET001294,ORD0012010,CUST07867,2022-09-22,Product damaged,1445.19,80,16.0,1541.19,Paid Instagram
RET001295,ORD0012012,CUST07869,2024-04-22,Product damaged,1489.22,80,17.0,1586.22,Influencer
RET001296,ORD0012026,CUST07877,2023-08-25,Product damaged,524.51,80,5.25,609.76,Paid Google
RET001297,ORD0012036,CUST07883,2024-06-10,Quality issue,187.35,80,1.75,269.1,Paid Google
RET001298,ORD0012045,CUST07891,2023-10-11,Not as described,1131.56,80,10.5,1222.06,Email Referral
RET001299,ORD0012079,CUST07911,2023-07-09,Quality issue,709.71,80,8.0,797.71,Paid Google
RET001300,ORD0012097,CUST07923,2024-07-19,Quality issue,630.78,80,7.5,718.28,Influencer
RET001301,ORD0012108,CUST07929,2022-02-05,Not as described,386.03,80,4.0,470.03,Influencer
RET001302,ORD0012118,CUST07936,2022-02-18,Product damaged,993.74,80,12.0,1085.74,Paid Google
RET001303,ORD0012127,CUST07944,2022-05-24,Quality issue,749.7,80,7.0,836.7,Paid Instagram
RET001304,ORD0012132,CUST07948,2024-07-04,Quality issue,632.67,80,7.5,720.17,Organic Search
RET001305,ORD0012140,CUST07954,2022-05-08,Quality issue,402.99,80,4.25,487.24,Paid Instagram
RET001306,ORD0012141,CUST07954,2022-07-13,Changed mind,340.72,80,4.25,424.97,Paid Instagram
RET001307,ORD0012151,CUST07962,2023-01-08,Quality issue,328.5,80,3.0,411.5,Influencer
RET001308,ORD0012153,CUST07964,2022-03-04,Product damaged,588.61,80,6.0,674.61,Organic Search
RET001309,ORD0012166,CUST07975,2023-10-16,Allergic reaction,1257.15,80,13.0,1350.15,Paid Instagram
RET001310,ORD0012172,CUST07979,2022-04-18,Changed mind,2727.17,80,25.25,2832.42,Influencer
RET001311,ORD0012180,CUST07985,2023-08-12,Quality issue,1005.63,80,12.0,1097.63,Paid Google
RET001312,ORD0012194,CUST07992,2022-10-16,Not as described,915.78,80,9.75,1005.53,Organic Search
RET001313,ORD0012207,CUST07999,2023-04-13,Allergic reaction,725.99,80,7.5,813.49,Paid Instagram
